c,abd,ant
1,1.275101571,3.906984558
1,2.050169851,4.127774466
1,2.516796304,4.1883812
1,2.119709391,2.821201592
1,1.057487141,3.608355287
1,1.04086897,4.221443931
1,2.010667633,3.091789183
1,3.08792242,4.350546861
1,1.384475101,3.449654792
1,1.562419285,4.018095457
1,1.982257191,3.222002794
1,0.595379951,3.956064882
1,2.286040714,3.837859141
1,2.309188437,2.385475375
1,1.35156662,1.956447911
1,2.536965044,3.267942501
1,1.829796101,3.742141631
1,1.565235558,1.59487871
1,1.323292666,3.125961214
1,0.838322097,2.385169779
1,1.624367442,4.541113526
1,0.905023688,2.833229658
1,2.135606888,2.105707685
1,1.103207453,3.032087331
1,2.775682106,0.876415805
1,2.394780983,4.144643169
1,3.060147042,4.406260757
1,4.450295654,1.453476195
1,2.706943922,2.100521946
1,1.372124995,3.840333435
1,0.577349731,4.148111333
1,3.369902309,2.518077616
1,1.317457238,2.246574813
1,1.337060614,3.437443607
1,2.697176065,2.805840036
1,2.156486423,2.766894498
1,0.524780288,4.160079417
1,2.490156814,4.558513494
1,1.778186249,2.375226529
1,3.599856341,3.954735469
1,0.909701001,3.214448867
1,1.783180474,3.998390902
1,2.886570287,4.381403802
1,3.335094944,3.797587701
1,1.173179016,2.548634715
1,3.999158774,5.025224588
1,2.471008317,4.203945655
1,1.950451177,2.965725103
1,3.273565887,2.143839762
1,2.217445819,3.689238534
1,1.848089887,3.353039546
1,2.884925505,3.520357109
1,1.525117636,3.495034668
1,2.308557709,4.118952804
1,1.788746256,3.119158512
1,3.302430098,4.996431207
2,4.430345834,4.627487822
2,2.606912083,5.897627121
2,2.61842228,3.377345865
2,3.637045278,3.928914519
2,3.847383767,5.302288505
2,5.344816263,6.041754198
2,3.635391663,4.835609139
2,3.11723356,5.276013146
2,1.788373564,5.997304504
2,3.648875163,5.961232688
2,3.347345929,4.293496976
2,3.487305261,5.633501973
2,5.125868523,3.237585034
2,2.298969192,3.625409361
2,4.631677626,5.124137345
2,5.56464214,5.808006954
2,4.561730474,5.554911168
2,6.003598882,4.556362065
2,3.466253138,4.78045537
2,4.535385326,6.093241633
2,2.759572002,6.775234763
2,3.329181127,5.142534886
2,3.795745319,5.668359452
2,3.686260769,4.806622568
2,4.243570467,4.840285668
2,4.752701301,4.137626889
2,4.67533546,3.504140826
2,5.634372307,2.861674297
2,4.698174457,5.265834232
2,4.42767252,5.492850623
2,3.231257072,3.84945362
2,3.111270008,6.002461373
2,3.962096372,6.24717911
2,4.391871254,4.59622468
2,3.575421671,6.022672086
2,3.620412243,6.022544935
2,4.887659249,5.010565083
2,3.920025617,5.596415403
2,4.158615895,5.276447941
2,3.321227041,4.832546573
2,4.987326933,3.24187083
2,3.455990905,4.230249093
2,2.205776815,5.336486816
2,5.074000843,3.874163602
1,2.924639386,1.766943687
1,0.883552137,3.222169972
1,3.256084331,3.113738643
1,2.090574008,3.573942654
1,2.637845089,1.65802283
1,2.076445969,2.521380389
1,3.081284058,2.203110987
1,2.385435732,3.444542708
1,0.626370737,3.412781554
1,0.598684952,2.081130252
1,2.30919987,3.138799585
1,1.359360161,2.848048748
1,1.653714402,2.266866661
1,1.963922352,3.431057369
1,1.944567027,3.491482476
1,1.194887204,2.68460298
1,3.387064281,3.851639117
1,1.418597734,2.692111608
1,0.354623713,3.717000069
1,1.428343507,3.035721129
1,2.274160166,4.34390727
1,0.777871116,4.153696236
1,2.679163882,2.519047043
1,2.610194137,3.752171331
1,2.73947513,4.180831954
1,2.498966765,1.934689594
1,0.48991006,1.411331482
1,1.041389751,3.773648443
1,0.597667736,2.973490428
1,1.512171052,3.885450406
1,2.571105197,1.589686085
1,2.39252118,3.586210469
1,1.508264215,4.852875833
1,2.220262781,2.37176923
1,2.172653729,2.290295608
1,3.286369765,3.145691134
1,2.654762514,4.637476126
1,1.593504259,1.128221372
1,2.793894147,3.213304601
1,2.152289375,4.128848119
1,3.790235305,2.720615132
1,3.858461615,3.301121617
1,1.426444586,3.31118043
1,3.261167599,3.015469339
1,2.75247211,3.672292419
1,2.30825071,3.629703534
1,1.826717006,2.597638075
1,1.464148047,4.645723401
1,2.685244936,2.088184914
1,2.490881701,2.65475461
2,5.513340519,5.373642449
2,5.088661936,3.784163779
2,4.624205314,5.445433967
2,4.269391595,4.459743228
2,4.741097543,4.699292171
2,2.21460094,4.535691551
2,5.39091137,3.6405835
2,4.49900637,4.123375606
2,4.054439424,5.436198704
2,3.717442866,5.878790911
2,3.264153275,5.050797481
2,4.928738061,5.318325878
2,3.018859224,6.125513241
2,3.061191797,5.244436356
2,5.112807813,4.053998084
2,3.270802389,4.213298156
2,3.090800682,3.547501473
2,3.914416997,6.783288485
2,1.876766142,4.535240118
2,4.226273146,5.073690885
2,3.141898099,6.010805714
2,4.379579093,4.920360907
2,3.480970799,4.74919847
2,4.14377916,4.356349355
2,3.72524354,5.292844099
2,2.31161737,5.095248344
2,3.763567939,6.154348157
2,4.829173721,4.443862568
2,2.305120807,2.76205696
2,3.140086059,5.145807151
2,3.027610974,5.474885343
2,4.728965283,3.728361694
2,2.941987727,5.07055842
2,3.734336338,4.577049384
2,3.490984669,5.332498195
2,2.083217965,3.662268525
2,4.388215593,7.051879889
2,1.748504181,5.118286664
2,4.899315738,3.580516383
2,4.98693821,4.468006568
2,4.85539122,5.627476236
2,4.742256387,6.652739158
2,2.595515697,6.179735004
2,5.378724083,4.979683069
2,5.820776699,4.076561173
2,4.436841019,5.271720758
2,4.24336571,3.804288452
2,3.519104353,6.244738909
2,4.936938494,5.395490192
2,4.762430083,4.955363902
1,0.657618956,3.841928307
1,0.46924908,2.998512625
1,2.526268285,2.965679451
1,0.886963654,3.682628559
1,2.637169417,3.126621298
1,4.153993369,3.0270131
1,3.347230946,3.049512295
1,0.0005054,3.764428537
1,2.685207042,3.701813057
1,2.213413762,3.440138855
1,2.284203295,2.794843337
1,1.378005915,3.759778444
1,2.384956734,3.314392231
1,2.713474315,3.603525634
1,1.610143647,4.511740027
1,2.549773238,3.806434924
1,3.055670689,2.950596351
1,1.290637317,3.83666318
1,3.818049062,3.240613137
1,0.421357999,2.354221135
1,1.803614363,2.544004515
1,2.991804056,3.676832555
1,1.580553503,1.484380247
1,2.974218964,1.994567682
1,0.486617664,3.626039641
1,2.975252477,3.771212474
1,2.019418193,2.554783609
1,0.902416191,2.755276532
1,3.310586753,1.774495811
1,1.352093711,3.12272614
1,4.479246212,2.610218776
1,1.495815335,2.455934705
1,0.056031215,2.900559016
1,2.50514263,4.415395378
1,1.667483125,3.219984482
1,2.87913196,0.978779964
1,1.002442102,2.870507328
1,2.500094864,2.859345606
1,2.753466482,4.518898999
1,2.268690397,3.970689436
1,0.836123634,4.061345505
1,3.535124547,3.38311497
1,2.804565995,5.821906726
1,0.912934035,3.187123249
1,2.601879732,2.266894966
1,2.345047607,2.53647635
1,2.231208162,3.48719584
1,2.971801297,3.979243239
2,3.685990979,3.777010265
2,3.925756398,4.751307423
2,4.242660067,4.20289867
2,5.182640895,6.112793061
2,6.129306645,4.263341724
2,4.458444137,4.535890152
2,5.830135077,3.971792807
2,1.51360442,2.649051146
2,3.844215118,7.454331217
2,5.170822538,5.627142086
2,4.252575,5.077071842
2,5.258125174,5.068520181
2,5.514844839,2.58804947
2,3.501393472,4.200777123
2,4.299407915,4.584633946
2,3.344532914,6.89739478
2,5.359877319,3.702770212
2,4.073083815,3.782913328
2,3.288831844,5.265533997
2,4.696123029,5.351969979
2,5.105219555,5.156852644
2,6.426018864,3.024797671
2,6.044749051,4.710678193
2,4.399791196,5.57866475
2,5.419682464,4.040702
2,5.850744549,5.138970826
2,3.740105832,6.095394356
2,5.035207705,4.717074023
2,4.639364833,4.076536403
2,5.384755359,5.172495792
2,4.780553821,4.979401127
2,5.143165107,4.063164622
2,5.391883265,4.957173523
2,4.589259911,4.475874134
2,3.624102937,6.180387356
2,4.611578986,5.505888826
2,3.685275045,5.17439968
2,4.649405675,6.041003929
2,4.9979247,5.733395211
2,3.968965348,3.96279621
2,2.860261307,4.760878528
2,4.596208358,4.974927049
2,4.132478325,7.023700573
2,3.293299346,3.898428001
2,4.653078036,3.796461073
2,3.192646905,4.604734469
2,3.800158055,5.914020444
2,4.726339178,6.065197114
2,3.49623179,4.570398861
2,3.392872704,5.587471955
2,2.286909842,6.437490326
2,3.856277497,4.969427778
1,2.924639386,1.766943687
1,0.883552137,3.222169972
1,3.256084331,3.113738643
1,2.090574008,3.573942654
1,2.637845089,1.65802283
1,2.076445969,2.521380389
1,3.081284058,2.203110987
1,2.385435732,3.444542708
1,0.626370737,3.412781554
1,0.598684952,2.081130252
1,2.30919987,3.138799585
1,1.359360161,2.848048748
1,1.653714402,2.266866661
1,1.963922352,3.431057369
1,1.944567027,3.491482476
1,1.194887204,2.68460298
1,3.387064281,3.851639117
1,1.418597734,2.692111608
1,0.354623713,3.717000069
1,1.428343507,3.035721129
1,2.274160166,4.34390727
1,0.777871116,4.153696236
1,2.679163882,2.519047043
1,2.610194137,3.752171331
1,2.73947513,4.180831954
1,2.498966765,1.934689594
1,0.48991006,1.411331482
1,1.041389751,3.773648443
1,0.597667736,2.973490428
1,1.512171052,3.885450406
1,2.571105197,1.589686085
1,2.39252118,3.586210469
1,1.508264215,4.852875833
1,2.220262781,2.37176923
1,2.172653729,2.290295608
1,3.286369765,3.145691134
1,2.654762514,4.637476126
1,1.593504259,1.128221372
1,2.793894147,3.213304601
1,2.152289375,4.128848119
1,3.790235305,2.720615132
1,3.858461615,3.301121617
1,1.426444586,3.31118043
1,3.261167599,3.015469339
1,2.75247211,3.672292419
1,2.30825071,3.629703534
1,1.826717006,2.597638075
1,1.464148047,4.645723401
1,2.685244936,2.088184914
1,2.490881701,2.65475461
2,5.513340519,5.373642449
2,5.088661936,3.784163779
2,4.624205314,5.445433967
2,4.269391595,4.459743228
2,4.741097543,4.699292171
2,2.21460094,4.535691551
2,5.39091137,3.6405835
2,4.49900637,4.123375606
2,4.054439424,5.436198704
2,3.717442866,5.878790911
2,3.264153275,5.050797481
2,4.928738061,5.318325878
2,3.018859224,6.125513241
2,3.061191797,5.244436356
2,5.112807813,4.053998084
2,3.270802389,4.213298156
2,3.090800682,3.547501473
2,3.914416997,6.783288485
2,1.876766142,4.535240118
2,4.226273146,5.073690885
2,3.141898099,6.010805714
2,4.379579093,4.920360907
2,3.480970799,4.74919847
2,4.14377916,4.356349355
2,3.72524354,5.292844099
2,2.31161737,5.095248344
2,3.763567939,6.154348157
2,4.829173721,4.443862568
2,2.305120807,2.76205696
2,3.140086059,5.145807151
2,3.027610974,5.474885343
2,4.728965283,3.728361694
2,2.941987727,5.07055842
2,3.734336338,4.577049384
2,3.490984669,5.332498195
2,2.083217965,3.662268525
2,4.388215593,7.051879889
2,1.748504181,5.118286664
2,4.899315738,3.580516383
2,4.98693821,4.468006568
2,4.85539122,5.627476236
2,4.742256387,6.652739158
2,2.595515697,6.179735004
2,5.378724083,4.979683069
2,5.820776699,4.076561173
2,4.436841019,5.271720758
2,4.24336571,3.804288452
2,3.519104353,6.244738909
2,4.936938494,5.395490192
2,4.762430083,4.955363902
